host_id,longitude,room_type,minimum_nights,calculated_host_listings_count,availability_365,price
5954813.0,-73.96553,0.0,15.0,1.0,179.0,120
3293368.0,-73.98767,1.0,2.0,1.0,105.0,160
2510744.0,-73.95648,1.0,7.0,1.0,0.0,98
8833885.0,-73.9458,1.0,2.0,2.0,101.0,160
39528519.0,-73.98703,2.0,14.0,28.0,322.0,35
417504.0,-73.95456,1.0,3.0,28.0,36.0,199
131638913.0,-73.96526,0.0,1.0,1.0,0.0,35
41354164.0,-73.95169,0.0,2.0,1.0,0.0,100
27624941.0,-73.94802,0.0,2.0,1.0,145.0,99
12155032.0,-73.91039,1.0,3.0,1.0,0.0,150
3044091.0,-73.95604,0.0,5.0,1.0,0.0,99
5719998.0,-73.93883,0.0,1.0,1.0,0.0,75
68927337.0,-73.92756,2.0,7.0,1.0,179.0,50
336228.0,-73.91564,0.0,1.0,1.0,0.0,95
76998256.0,-73.9511,1.0,3.0,1.0,0.0,78
8616291.0,-73.95112,0.0,5.0,2.0,0.0,69
58391491.0,-73.87337,0.0,1.0,5.0,154.0,40
243501721.0,-73.99784,1.0,5.0,1.0,72.0,200
3700637.0,-73.95291,1.0,3.0,1.0,0.0,200
34579576.0,-73.97563,1.0,2.0,1.0,0.0,160
655506.0,-73.99967,1.0,3.0,1.0,0.0,16
257889696.0,-73.99758,1.0,4.0,1.0,194.0,499
1252743.0,-73.91525,0.0,1.0,1.0,0.0,45
1690569.0,-73.95616,1.0,6.0,1.0,291.0,175
150489232.0,-73.92463,0.0,1.0,1.0,115.0,50
3040104.0,-73.98171,1.0,4.0,1.0,227.0,140
236596347.0,-73.94493,0.0,2.0,1.0,95.0,69
2265770.0,-73.95204,0.0,4.0,3.0,0.0,65
12483101.0,-73.93819,0.0,3.0,1.0,342.0,70
48582770.0,-73.92943,0.0,5.0,1.0,0.0,60
22412963.0,-73.99882,1.0,1.0,3.0,223.0,180
49645950.0,-74.00036,1.0,3.0,2.0,3.0,450
75998293.0,-73.98662,0.0,8.0,1.0,64.0,160
51699123.0,-73.91086,0.0,2.0,2.0,121.0,70
40151792.0,-73.9904,1.0,5.0,1.0,11.0,160
16055560.0,-74.00242,1.0,2.0,1.0,0.0,105
36926132.0,-73.95363,1.0,5.0,1.0,0.0,80
48205496.0,-73.94181,1.0,4.0,2.0,152.0,379
66993395.0,-73.92879,1.0,4.0,3.0,354.0,345
19922104.0,-73.95189,0.0,2.0,1.0,0.0,50
72512761.0,-73.94911,0.0,1.0,3.0,0.0,44
16794494.0,-73.98129,0.0,2.0,1.0,0.0,200
38272413.0,-73.97396,0.0,4.0,2.0,0.0,45
209549523.0,-73.98341,2.0,1.0,3.0,0.0,62
119669058.0,-73.95574,0.0,2.0,34.0,310.0,60
2363988.0,-73.94214,0.0,5.0,1.0,0.0,100
6310115.0,-73.95512,0.0,1.0,1.0,0.0,50
84260530.0,-73.96114,2.0,1.0,2.0,364.0,400
50369101.0,-73.96038,0.0,1.0,1.0,0.0,80
50241946.0,-73.97241,0.0,2.0,1.0,1.0,250
151560823.0,-73.91387,0.0,1.0,1.0,2.0,100
15402077.0,-73.97923,0.0,2.0,1.0,0.0,84
271784048.0,-73.93795,0.0,3.0,1.0,229.0,60
335046.0,-73.98913,0.0,3.0,3.0,361.0,120
8556404.0,-73.9394,0.0,2.0,1.0,365.0,97
1381171.0,-73.94516,1.0,1.0,1.0,5.0,155
59909443.0,-73.92241,0.0,3.0,1.0,145.0,75
6778614.0,-73.92215,2.0,3.0,2.0,0.0,30
4445657.0,-73.96711,1.0,7.0,1.0,0.0,75
195520304.0,-73.89228,1.0,2.0,1.0,133.0,100
189625025.0,-73.94415,0.0,2.0,2.0,345.0,70
83377687.0,-73.85776,1.0,2.0,2.0,105.0,69
10806025.0,-73.93861,1.0,1.0,1.0,258.0,80
8033291.0,-73.94678,1.0,4.0,1.0,0.0,94
22459182.0,-73.94997,1.0,1.0,1.0,0.0,210
5943212.0,-74.01211,1.0,2.0,1.0,339.0,109
3894475.0,-73.98106,1.0,2.0,3.0,0.0,150
224892300.0,-73.93867,0.0,2.0,1.0,176.0,110
77477955.0,-73.97472,0.0,14.0,1.0,128.0,72
222077787.0,-73.95831,0.0,6.0,2.0,14.0,99
23667219.0,-73.93206,0.0,4.0,2.0,0.0,47
123370360.0,-73.92662,1.0,3.0,1.0,15.0,95
128890.0,-73.94747,1.0,8.0,1.0,0.0,100
267937666.0,-73.99113,1.0,1.0,1.0,186.0,129
196059058.0,-73.95979,1.0,7.0,1.0,44.0,100
260618374.0,-73.9881,0.0,1.0,13.0,351.0,100
21784104.0,-73.93895,0.0,3.0,1.0,32.0,150
259380331.0,-73.95014,0.0,3.0,1.0,359.0,100
117930151.0,-73.94016,0.0,1.0,2.0,364.0,109
18767788.0,-73.98,1.0,2.0,1.0,30.0,126
3816296.0,-73.99539,1.0,1.0,1.0,0.0,180
192895513.0,-73.83072,0.0,3.0,3.0,336.0,99
9594567.0,-73.92026,0.0,5.0,1.0,0.0,50
6764450.0,-73.92919,0.0,2.0,1.0,0.0,50
188830760.0,-73.91063,0.0,1.0,1.0,365.0,110
44145.0,-73.92745,1.0,2.0,2.0,22.0,85
227647873.0,-73.91443,0.0,2.0,3.0,0.0,109
127721863.0,-73.96343,1.0,3.0,1.0,108.0,100
210992029.0,-73.95693,1.0,2.0,1.0,30.0,195
26433326.0,-73.94858,1.0,2.0,1.0,0.0,195
20797353.0,-74.00529,1.0,3.0,1.0,0.0,130
17036912.0,-73.94824,1.0,3.0,1.0,260.0,200
227206998.0,-73.91202,1.0,1.0,1.0,41.0,150
205543083.0,-73.86117,0.0,3.0,1.0,342.0,80
107915864.0,-73.85258,0.0,1.0,4.0,329.0,49
167092099.0,-73.95894,1.0,1.0,1.0,179.0,188
10610482.0,-73.96101,1.0,1.0,1.0,0.0,80
6997016.0,-73.98251,0.0,2.0,1.0,354.0,190
6161265.0,-73.99523,0.0,2.0,1.0,30.0,146
5477538.0,-73.96102,0.0,5.0,1.0,90.0,64
3395433.0,-73.98386,1.0,3.0,1.0,0.0,175
451777.0,-73.97199,1.0,6.0,1.0,12.0,250
6364557.0,-73.92698,1.0,4.0,1.0,170.0,130
40632179.0,-73.94219,0.0,1.0,3.0,325.0,55
10471651.0,-73.95697,1.0,3.0,1.0,301.0,350
17264040.0,-73.90648,1.0,2.0,2.0,342.0,125
133843931.0,-73.9554,0.0,1.0,2.0,152.0,37
716064.0,-73.94144,1.0,2.0,1.0,331.0,451
2955215.0,-73.94881,1.0,1.0,1.0,7.0,40
2497082.0,-73.96213,1.0,5.0,1.0,0.0,65
4973668.0,-73.93446,2.0,5.0,3.0,248.0,30
205031545.0,-73.96684,1.0,3.0,49.0,204.0,699
6959061.0,-73.90772,0.0,2.0,1.0,213.0,60
85385725.0,-73.97822,0.0,1.0,2.0,364.0,300
27780735.0,-73.92841,1.0,1.0,1.0,0.0,110
216227.0,-73.95549,0.0,1.0,3.0,310.0,60
6304221.0,-73.99818,1.0,2.0,1.0,41.0,190
50048064.0,-73.96238,0.0,1.0,1.0,0.0,50
2359328.0,-73.94848,1.0,5.0,1.0,1.0,90
220129825.0,-73.78187,1.0,1.0,2.0,69.0,150
2420586.0,-73.99633,1.0,2.0,1.0,39.0,325
19694796.0,-73.97718,0.0,2.0,1.0,0.0,45
4634013.0,-73.96002,1.0,3.0,1.0,0.0,275
26951283.0,-73.98759,1.0,2.0,1.0,0.0,100
6787883.0,-73.99291,0.0,1.0,4.0,150.0,120
8285778.0,-73.98927,1.0,2.0,1.0,12.0,179
169843.0,-73.9587,0.0,3.0,1.0,359.0,89
42621530.0,-73.95886,1.0,7.0,1.0,0.0,1150
13291840.0,-73.99282,1.0,4.0,1.0,35.0,100
16908803.0,-73.93714,1.0,6.0,1.0,0.0,130
15338067.0,-73.9582,0.0,4.0,1.0,0.0,58
58857198.0,-73.91632,0.0,2.0,1.0,0.0,100
248831780.0,-73.92139,1.0,1.0,1.0,185.0,175
18987217.0,-73.89808,1.0,4.0,1.0,0.0,90
21921891.0,-73.95177,0.0,5.0,1.0,0.0,80
6291714.0,-73.998,0.0,4.0,1.0,44.0,74
173685298.0,-73.97269,0.0,1.0,11.0,177.0,299
43494916.0,-73.95337,1.0,3.0,2.0,0.0,80
51532290.0,-73.93475,1.0,2.0,1.0,0.0,82
65786525.0,-73.9556,0.0,1.0,1.0,0.0,65
151241345.0,-73.94104,1.0,1.0,1.0,0.0,113
17646340.0,-73.9435,1.0,7.0,2.0,0.0,120
273877318.0,-73.91173,0.0,1.0,1.0,90.0,140
101883929.0,-73.98004,1.0,4.0,1.0,254.0,182
19735540.0,-73.92138,0.0,2.0,1.0,0.0,55
1190628.0,-73.93265,1.0,7.0,1.0,278.0,160
8838044.0,-73.98704,1.0,3.0,1.0,0.0,150
75360607.0,-73.92517,1.0,4.0,2.0,61.0,199
99804239.0,-73.87907,0.0,2.0,1.0,296.0,51
7701992.0,-73.94383,1.0,1.0,1.0,0.0,130
10657268.0,-73.92179,1.0,5.0,1.0,0.0,130
6865666.0,-73.95142,1.0,10.0,1.0,0.0,78
77080918.0,-73.99468,1.0,3.0,1.0,164.0,265
22919533.0,-73.95976,0.0,3.0,2.0,67.0,150
8814258.0,-73.79669,2.0,4.0,7.0,365.0,30
9989761.0,-73.95295,0.0,1.0,2.0,13.0,81
219517861.0,-74.01217,1.0,2.0,327.0,260.0,244
11305944.0,-73.85736,1.0,2.0,5.0,0.0,145
16669342.0,-73.96942,1.0,1.0,1.0,0.0,100
1661965.0,-73.94478,1.0,3.0,1.0,0.0,160
152177080.0,-73.87543,0.0,1.0,1.0,164.0,45
36899834.0,-73.9383,1.0,3.0,1.0,211.0,180
1584064.0,-73.95063,0.0,7.0,2.0,0.0,115
54081802.0,-73.91014,0.0,1.0,1.0,0.0,60
245314318.0,-73.97953,0.0,1.0,10.0,252.0,230
104838182.0,-73.96669,0.0,7.0,1.0,0.0,85
11116177.0,-73.94145,0.0,1.0,1.0,0.0,80
1587234.0,-73.98211,1.0,2.0,1.0,320.0,225
5369117.0,-73.9207,0.0,4.0,2.0,348.0,78
105572926.0,-73.91932,0.0,2.0,1.0,0.0,85
10549144.0,-73.96944,1.0,5.0,2.0,96.0,225
6544987.0,-73.98304,1.0,3.0,1.0,0.0,100
245655016.0,-73.90466,1.0,1.0,1.0,83.0,168
269308830.0,-73.99593,1.0,5.0,1.0,50.0,168
55125246.0,-73.79007,0.0,1.0,3.0,159.0,65
262570325.0,-73.99219,1.0,3.0,1.0,361.0,499
37028138.0,-73.9838,1.0,3.0,1.0,0.0,250
148737806.0,-73.73135,0.0,1.0,2.0,84.0,58
28891151.0,-73.89002,0.0,2.0,4.0,90.0,79
2787.0,-73.9741,0.0,1.0,6.0,174.0,79
203277214.0,-73.94286,1.0,3.0,1.0,159.0,150
23152983.0,-73.94261,1.0,4.0,1.0,319.0,150
223375402.0,-73.89352,1.0,2.0,4.0,347.0,195
3710740.0,-73.95374,1.0,1.0,2.0,0.0,150
105640471.0,-74.01483,0.0,1.0,8.0,146.0,43
13750728.0,-73.90933,0.0,2.0,4.0,249.0,60
1825030.0,-73.95416,0.0,1.0,1.0,188.0,125
8961407.0,-73.94689,1.0,3.0,3.0,297.0,350
327489.0,-73.9737,1.0,2.0,1.0,185.0,125
7407846.0,-73.93668,0.0,1.0,1.0,0.0,79
173673660.0,-73.9375,0.0,2.0,1.0,0.0,55
33058791.0,-73.96789,1.0,2.0,1.0,0.0,180
146660704.0,-73.93701,0.0,2.0,1.0,119.0,90
264965107.0,-73.98154,1.0,2.0,1.0,11.0,131
263408737.0,-73.96711,1.0,2.0,1.0,8.0,158
2563132.0,-73.9382,0.0,7.0,1.0,178.0,115
13649613.0,-73.91391,0.0,3.0,4.0,80.0,53
23308381.0,-73.99814,0.0,1.0,1.0,0.0,150
53216788.0,-73.94728,0.0,1.0,1.0,302.0,80
68472942.0,-73.95064,1.0,3.0,1.0,364.0,175
8896489.0,-73.88753,1.0,3.0,1.0,311.0,79
37678920.0,-73.77299,1.0,1.0,1.0,0.0,100
213781715.0,-73.99184,1.0,1.0,33.0,364.0,225
24074596.0,-73.98018,1.0,3.0,1.0,4.0,145
52835849.0,-73.92938,0.0,7.0,2.0,89.0,50
1495090.0,-73.99152,1.0,2.0,1.0,10.0,165
22423634.0,-74.0139,1.0,3.0,1.0,0.0,95
33589349.0,-73.83688,0.0,3.0,1.0,88.0,85
40542519.0,-73.96661,1.0,3.0,1.0,89.0,120
193031210.0,-73.95808,1.0,10.0,1.0,61.0,180
3411621.0,-73.96926,1.0,5.0,1.0,301.0,355
57812046.0,-73.96572,1.0,3.0,2.0,18.0,330
156535560.0,-73.95991,1.0,2.0,1.0,5.0,55
2495668.0,-74.00239,1.0,2.0,1.0,101.0,230
41844294.0,-73.99247,1.0,1.0,1.0,164.0,170
224614531.0,-73.94703,1.0,2.0,2.0,5.0,200
10929586.0,-74.00305,0.0,1.0,1.0,0.0,106
4113132.0,-73.87475,0.0,3.0,3.0,307.0,45
40867860.0,-73.90879,0.0,1.0,1.0,240.0,63
1525033.0,-73.95017,1.0,7.0,1.0,0.0,160
145214508.0,-73.94226,2.0,3.0,2.0,364.0,45
17891677.0,-74.00005,1.0,5.0,1.0,329.0,200
25262268.0,-73.95411,1.0,3.0,1.0,275.0,140
25330827.0,-74.00448,0.0,2.0,1.0,190.0,100
7581707.0,-73.95081,0.0,1.0,1.0,0.0,30
10746800.0,-73.96918,0.0,4.0,1.0,0.0,61
205820814.0,-73.92751,0.0,1.0,1.0,180.0,10
7013442.0,-73.98729,0.0,3.0,1.0,0.0,100
367815.0,-73.95677,1.0,3.0,2.0,0.0,175
89388277.0,-73.9913,0.0,1.0,3.0,0.0,118
13283016.0,-73.95167,1.0,1.0,1.0,0.0,157
6082769.0,-73.95909,1.0,14.0,1.0,83.0,250
132669029.0,-73.82774,1.0,2.0,4.0,70.0,74
4847926.0,-73.95443,0.0,3.0,3.0,253.0,38
46481544.0,-73.96108,1.0,1.0,1.0,0.0,70
48576700.0,-73.96796,1.0,2.0,2.0,236.0,170
20283580.0,-73.97241,0.0,4.0,1.0,0.0,55
5944946.0,-73.92913,1.0,1.0,1.0,264.0,99
4410716.0,-73.95485,0.0,14.0,1.0,66.0,75
48618586.0,-73.94334,1.0,2.0,1.0,0.0,350
3074904.0,-73.95451,1.0,1.0,4.0,3.0,285
185524223.0,-73.97365,0.0,1.0,2.0,263.0,62
8893700.0,-73.79513,1.0,2.0,2.0,69.0,275
1290193.0,-73.95927,0.0,4.0,1.0,365.0,50
197368927.0,-73.95389,2.0,2.0,8.0,28.0,30
29769754.0,-73.9939,1.0,3.0,1.0,223.0,499
113152267.0,-73.90915,0.0,1.0,1.0,0.0,55
20268978.0,-74.00285,1.0,1.0,1.0,0.0,220
2995352.0,-73.86807,0.0,1.0,1.0,0.0,46
107948590.0,-73.92322,0.0,1.0,1.0,0.0,59
131826530.0,-73.9151,0.0,2.0,3.0,179.0,2500
37688229.0,-73.96798,1.0,6.0,1.0,15.0,79
10297692.0,-73.92945,1.0,1.0,2.0,313.0,500
4089529.0,-73.79693,1.0,1.0,1.0,344.0,300
215041024.0,-73.77361,1.0,7.0,1.0,87.0,80
2682322.0,-73.98016,1.0,2.0,1.0,0.0,150
3859814.0,-73.98893,1.0,5.0,1.0,30.0,278
12999475.0,-73.91684,0.0,1.0,1.0,0.0,60
137700828.0,-73.92536,0.0,3.0,1.0,0.0,110
39763202.0,-73.96022,1.0,2.0,1.0,0.0,150
6146050.0,-73.9583,0.0,1.0,2.0,0.0,98
37872024.0,-73.9243,0.0,10.0,1.0,32.0,30
8936313.0,-73.97845,1.0,5.0,1.0,0.0,120
105074140.0,-73.80304,0.0,1.0,4.0,0.0,38
49807429.0,-73.95074,0.0,3.0,1.0,136.0,54
217439132.0,-73.83248,1.0,15.0,1.0,89.0,90
63272360.0,-73.86837,1.0,3.0,6.0,8.0,145
1525582.0,-73.95998,0.0,3.0,1.0,37.0,79
16020315.0,-73.92048,1.0,2.0,1.0,0.0,100
21866971.0,-74.00002,1.0,3.0,1.0,14.0,180
140823633.0,-73.97172,1.0,2.0,1.0,263.0,750
17984997.0,-73.98498,1.0,3.0,1.0,101.0,475
68228552.0,-73.95249,0.0,7.0,2.0,82.0,88
24524608.0,-74.0042,1.0,2.0,1.0,19.0,170
51531044.0,-73.87602,0.0,2.0,4.0,336.0,40
28645131.0,-73.95753,1.0,5.0,1.0,0.0,80
210779293.0,-74.00078,0.0,1.0,2.0,59.0,54
163905917.0,-73.9979,0.0,2.0,3.0,0.0,80
2168789.0,-73.95675,1.0,2.0,1.0,4.0,175
6963310.0,-73.94613,1.0,3.0,1.0,0.0,150
199147185.0,-73.99487,1.0,1.0,5.0,113.0,460
21262993.0,-73.92383,0.0,1.0,1.0,0.0,45
3069794.0,-73.9406,0.0,3.0,2.0,341.0,65
936258.0,-73.96483,1.0,2.0,1.0,0.0,175
208775804.0,-73.89061,0.0,3.0,1.0,89.0,85
12233435.0,-73.99094,0.0,5.0,1.0,0.0,70
17820079.0,-73.98004,0.0,1.0,1.0,0.0,130
15009272.0,-73.86281,0.0,3.0,2.0,189.0,53
9951993.0,-73.97024,1.0,2.0,1.0,0.0,159
168660624.0,-73.96246,0.0,5.0,1.0,0.0,40
17015479.0,-73.88613,0.0,2.0,1.0,89.0,85
16404967.0,-73.92689,1.0,1.0,1.0,64.0,90
3635762.0,-73.95712,1.0,5.0,1.0,0.0,190
